,Name,Url,Review,Rating,Category 1,Category 2
15436,Tung Kong,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5583353-Reviews-Tung_Kong-London_England.html,10 reviews,3 of 5 bubbles,Chinese,Chinese
15437,KFC,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12931338-Reviews-KFC-London_England.html,4 reviews,3 of 5 bubbles,Fast food,"Fast food
British"
15439,Chives cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8521924-Reviews-Chives_cafe-London_England.html,2 reviews,3 of 5 bubbles,,
15440,Five Star Fish Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12788135-Reviews-Five_Star_Fish_Bar-London_England.html,2 reviews,3 of 5 bubbles,,
15441,Mare Street Market,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d14019611-Reviews-Mare_Street_Market-London_England.html,61 reviews,3 of 5 bubbles,European,"££ - £££
European
British
Contemporary
Healthy
Gastropub"
15442,Huqqa Lounge,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12917497-Reviews-Huqqa_Lounge-London_England.html,9 reviews,3 of 5 bubbles,Lebanese,"££ - £££
Lebanese
Mediterranean"
15443,Vita Mojo,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13962749-Reviews-Vita_Mojo-London_England.html,6 reviews,3 of 5 bubbles,European,"££ - £££
European
Asian
Fusion
Healthy"
15444,Subway,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13556088-Reviews-Subway-London_England.html,5 reviews,3 of 5 bubbles,,
15445,SOHO Coffee Co.,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13087336-Reviews-SOHO_Coffee_Co-London_England.html,5 reviews,3 of 5 bubbles,British,"£
British"
15446,Favourite Chicken,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7646887-Reviews-Favourite_Chicken-London_England.html,4 reviews,3 of 5 bubbles,British,British
15447,Elys,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10483147-Reviews-Elys-London_England.html,22 reviews,3 of 5 bubbles,Cafe,"££ - £££
Cafe
Vegetarian Friendly"
15448,Subway,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4924914-Reviews-Subway-London_England.html,9 reviews,3 of 5 bubbles,,
15449,Caffe Concerto - Westfield,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5243101-Reviews-Caffe_Concerto_Westfield-London_England.html,273 reviews,3 of 5 bubbles,Italian,"££ - £££
Italian
Cafe
European
Vegetarian Friendly"
15450,Dhaba Indian Street Food,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13810311-Reviews-Dhaba_Indian_Street_Food-London_England.html,55 reviews,5 of 5 bubbles,Indian,"£
Indian
Asian
Diner
Street Food
Vegetarian Friendly
Vegan Options
Gluten Free Options"
15451,Camden's Best Italian Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12546473-Reviews-Camden_s_Best_Italian_Cafe-London_England.html,3 reviews,3 of 5 bubbles,Turkish,"££ - £££
Turkish"
15452,Monkeys Takeway,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5439756-Reviews-Monkeys_Takeway-London_England.html,25 reviews,3 of 5 bubbles,Indian,"£
Indian
Asian"
15453,Noodles City,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12181204-Reviews-Noodles_City-London_England.html,9 reviews,3 of 5 bubbles,Chinese,Chinese
15454,Zilli Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d793674-Reviews-Zilli_Cafe-London_England.html,15 reviews,3 of 5 bubbles,Italian,"££ - £££
Italian
Cafe"
15455,The Cockney Food Gaff,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10447919-Reviews-The_Cockney_Food_Gaff-London_England.html,11 reviews,3.5 of 5 bubbles,Indian,"££ - £££
Indian
British
Bar
Turkish
Pub"
15456,East Sandwich Plus,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5816630-Reviews-East_Sandwich_Plus-London_England.html,5 reviews,3 of 5 bubbles,,
15457,Pret a Manger,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10290582-Reviews-Pret_a_Manger-London_England.html,6 reviews,3 of 5 bubbles,,
15458,Subway,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5583349-Reviews-Subway-London_England.html,17 reviews,3 of 5 bubbles,Fast food,"£
Fast food"
15459,Mr Pizza,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4913173-Reviews-Mr_Pizza-London_England.html,2 reviews,3 of 5 bubbles,,
15460,Palmers Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d14162412-Reviews-Palmers_Cafe-London_England.html,2 reviews,3 of 5 bubbles,,
15461,Bombayrotti,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12540807-Reviews-Bombayrotti-London_England.html,17 reviews,3.5 of 5 bubbles,Indian,"£
Indian
Mexican
Vegetarian Friendly"
15462,Reunion,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13397875-Reviews-Reunion-London_England.html,6 reviews,3 of 5 bubbles,Chinese,"Chinese
Minority Chinese"
15463,Star Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d15322535-Reviews-Star_Cafe-London_England.html,2 reviews,3 of 5 bubbles,,
15464,Shukran Best Kebab,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13413389-Reviews-Shukran_Best_Kebab-London_England.html,2 reviews,3 of 5 bubbles,,
15465,Del'Aziz - Swiss Cottage,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1421087-Reviews-Del_Aziz_Swiss_Cottage-London_England.html,61 reviews,3 of 5 bubbles,Cafe,"££ - £££
Cafe"
15466,Subway,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5108158-Reviews-Subway-London_England.html,5 reviews,3 of 5 bubbles,,
15467,Pitcher & Piano - Holborn,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1019025-Reviews-Pitcher_Piano_Holborn-London_England.html,6 reviews,3 of 5 bubbles,International,"££££
Bar
International"
15468,Mr Chow,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d720085-Reviews-Mr_Chow-London_England.html,455 reviews,3 of 5 bubbles,Chinese,"££££
Chinese
Asian
Vegetarian Friendly"
15470,Roehampton Tandoori Grill,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5243328-Reviews-Roehampton_Tandoori_Grill-London_England.html,10 reviews,2.5 of 5 bubbles,Indian,Indian
15471,Eko Wine Bar And Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4911416-Reviews-Eko_Wine_Bar_And_Restaurant-London_England.html,9 reviews,3 of 5 bubbles,,Wine Bar
15472,Mineiro Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5485120-Reviews-Mineiro_Cafe-London_England.html,13 reviews,3 of 5 bubbles,,
15473,Star Grill,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4923410-Reviews-Star_Grill-London_England.html,9 reviews,3 of 5 bubbles,,
15474,Suchef Old Street,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8397475-Reviews-Suchef_Old_Street-London_England.html,2 reviews,3 of 5 bubbles,,
15475,Broadway Fish Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3673227-Reviews-Broadway_Fish_Bar-London_England.html,23 reviews,3 of 5 bubbles,Fast food,"£
Fast food
Seafood
British"
15476,The Dudley Arms,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3874947-Reviews-The_Dudley_Arms-London_England.html,11 reviews,3 of 5 bubbles,British,"Bar
British"
15477,McDonald's,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10033214-Reviews-McDonald_s-London_England.html,5 reviews,3 of 5 bubbles,,
15478,No. 2 Cantonese Chinese Peking Thai,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d11810303-Reviews-No_2_Cantonese_Chinese_Peking_Thai-London_England.html,2 reviews,3 of 5 bubbles,,
15479,Dallas Pizza City,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4912942-Reviews-Dallas_Pizza_City-London_England.html,2 reviews,3 of 5 bubbles,,
15480,Akar Kebabs,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4911829-Reviews-Akar_Kebabs-London_England.html,3 reviews,3.5 of 5 bubbles,,
15481,Little India,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5039494-Reviews-Little_India-London_England.html,9 reviews,3 of 5 bubbles,Indian,"£
Indian"
15482,Imperial Spices,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5815510-Reviews-Imperial_Spices-London_England.html,6 reviews,3 of 5 bubbles,Thai,Thai
15483,Peyton & Byrne Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10004154-Reviews-Peyton_Byrne_Restaurant-London_England.html,11 reviews,3 of 5 bubbles,,
15484,Gateway Chicken,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12075933-Reviews-Gateway_Chicken-London_England.html,2 reviews,3 of 5 bubbles,,
15485,Yun Ya,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12219483-Reviews-Yun_Ya-London_England.html,2 reviews,3 of 5 bubbles,,
15486,Gourmet San,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1050710-Reviews-Gourmet_San-London_England.html,35 reviews,3 of 5 bubbles,Chinese,"£
Chinese
Asian"
15487,Rhubarb,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12635874-Reviews-Rhubarb-London_England.html,3 reviews,3 of 5 bubbles,,
15488,Mogul Tandoori,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5122919-Reviews-Mogul_Tandoori-London_England.html,3 reviews,3.5 of 5 bubbles,Indian,Indian
15489,Mayflower Chinese Take Away,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5122150-Reviews-Mayflower_Chinese_Take_Away-London_England.html,6 reviews,3 of 5 bubbles,Chinese,Chinese
15490,Harold & Leslie,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8732476-Reviews-Harold_Leslie-London_England.html,3 reviews,3 of 5 bubbles,,
15491,The Charcoal Grill,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8439162-Reviews-The_Charcoal_Grill-London_England.html,8 reviews,3 of 5 bubbles,Barbecue,"£
Barbecue
Turkish"
15492,Gaziantep Sultan Pastanesi,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d11717683-Reviews-Gaziantep_Sultan_Pastanesi-London_England.html,9 reviews,3 of 5 bubbles,,
15493,Grange Cafe &,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1044195-Reviews-Grange_Cafe-London_England.html,3 reviews,3 of 5 bubbles,British,British
15494,57 Restaurant & Lounge,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12872071-Reviews-57_Restaurant_Lounge-London_England.html,14 reviews,4 of 5 bubbles,African,"££ - £££
African
European"
15495,Il Gusto Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d14051311-Reviews-Il_Gusto_Restaurant-London_England.html,26 reviews,4.5 of 5 bubbles,Italian,"££ - £££
Italian"
15496,The Pasty Shop,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7653256-Reviews-The_Pasty_Shop-London_England.html,9 reviews,3 of 5 bubbles,,
15497,Basilico,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10515919-Reviews-Basilico-London_England.html,17 reviews,3 of 5 bubbles,Pizza,"££ - £££
Pizza
Italian"
15498,The Lane,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3901934-Reviews-The_Lane-London_England.html,57 reviews,3 of 5 bubbles,Indian,"££ - £££
Indian
Asian"
15499,The Tea Terrace,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d15182507-Reviews-The_Tea_Terrace-London_England.html,5 reviews,3 of 5 bubbles,British,British
15501,Cod Father London ltd,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6352142-Reviews-Cod_Father_London_ltd-London_England.html,21 reviews,3 of 5 bubbles,Seafood,"£
Seafood"
15502,Joe & The Juice,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13008546-Reviews-Joe_The_Juice-London_England.html,8 reviews,3 of 5 bubbles,,
15503,Hana Japanese,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5768926-Reviews-Hana_Japanese-London_England.html,4 reviews,3 of 5 bubbles,Japanese,Japanese
15504,Vita Mojo,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13280678-Reviews-Vita_Mojo-London_England.html,10 reviews,3.5 of 5 bubbles,Fast food,"££ - £££
Fast food
European
British
Healthy"
15505,China-Local,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10145127-Reviews-China_Local-London_England.html,2 reviews,3 of 5 bubbles,Chinese,"£
Chinese"
15506,Charles Dickens Coffee House,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7315033-Reviews-Charles_Dickens_Coffee_House-London_England.html,81 reviews,3 of 5 bubbles,Cafe,"££ - £££
Cafe
British"
15507,Cafe Rumi,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10699807-Reviews-Cafe_Rumi-London_England.html,4 reviews,3 of 5 bubbles,,
15508,Morrisons Supermartet,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7851655-Reviews-Morrisons_Supermartet-London_England.html,9 reviews,3 of 5 bubbles,,
15509,ranoosh,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d812323-Reviews-Ranoosh-London_England.html,6 reviews,3 of 5 bubbles,,
15510,Rainbow Chinese Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7273122-Reviews-Rainbow_Chinese_Restaurant-London_England.html,20 reviews,3 of 5 bubbles,Chinese,"££ - £££
Chinese
Asian"
15511,Times Pizza,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5794594-Reviews-Times_Pizza-London_England.html,2 reviews,3 of 5 bubbles,,
15512,Marmaris,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5768895-Reviews-Marmaris-London_England.html,5 reviews,3 of 5 bubbles,,
15513,Yazu Sushi,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d844582-Reviews-Yazu_Sushi-London_England.html,183 reviews,3 of 5 bubbles,Japanese,"££ - £££
Japanese
Sushi
Asian"
15514,Tea Party,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10244919-Reviews-Tea_Party-London_England.html,15 reviews,3 of 5 bubbles,,
15515,Ruby Restaurant & Takeaway,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4409710-Reviews-Ruby_Restaurant_Takeaway-London_England.html,5 reviews,3 of 5 bubbles,Middle Eastern,"Middle Eastern
Pakistani"
15516,Arigato,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7724759-Reviews-Arigato-London_England.html,13 reviews,3 of 5 bubbles,Japanese,"£
Japanese
Asian
Thai
Vegetarian Friendly"
15517,Orchid House Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10528801-Reviews-Orchid_House_Cafe-London_England.html,4 reviews,3 of 5 bubbles,,
15518,The Laundry,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7110422-Reviews-The_Laundry-London_England.html,27 reviews,3 of 5 bubbles,,
15519,Subway,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5122104-Reviews-Subway-London_England.html,5 reviews,3 of 5 bubbles,,
15520,Spianataandco,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5122669-Reviews-Spianataandco-London_England.html,2 reviews,3 of 5 bubbles,,
15521,Hyderabad Darbar,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5795903-Reviews-Hyderabad_Darbar-London_England.html,19 reviews,3 of 5 bubbles,Indian,"££ - £££
Indian
Asian
Halal"
15522,Grab A Bite,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8542957-Reviews-Grab_A_Bite-London_England.html,2 reviews,3 of 5 bubbles,,
15523,Bangalore Brasserie,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1628912-Reviews-Bangalore_Brasserie-London_England.html,34 reviews,3 of 5 bubbles,Indian,"££ - £££
Indian
Asian"
15524,Joury Knightsbridge,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4419552-Reviews-Joury_Knightsbridge-London_England.html,12 reviews,3 of 5 bubbles,Cafe,"Cafe
Mediterranean
Soups"
15525,Lucky Trees,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3620129-Reviews-Lucky_Trees-London_England.html,3 reviews,3 of 5 bubbles,Chinese,"Chinese
Thai"
15526,Oriental,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5122888-Reviews-Oriental-London_England.html,2 reviews,3 of 5 bubbles,,
15527,Butchies,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10194839-Reviews-Butchies-London_England.html,4 reviews,3 of 5 bubbles,American,American
15528,Tikka Masala,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5104065-Reviews-Tikka_Masala-London_England.html,6 reviews,3.5 of 5 bubbles,Indian,Indian
15529,Topps Sandwich Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3907494-Reviews-Topps_Sandwich_Bar-London_England.html,3 reviews,2.5 of 5 bubbles,Fast food,Fast food
15530,Maeme's Piri Piri,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12200997-Reviews-Maeme_s_Piri_Piri-London_England.html,3 reviews,3 of 5 bubbles,Fast food,"££ - £££
Fast food
Grill
Healthy"
15532,"Casa Manolo, Putney",https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d11829139-Reviews-Casa_Manolo_Putney-London_England.html,53 reviews,3 of 5 bubbles,Spanish,"££ - £££
Spanish"
15533,Marco Pierre White Restaurants,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12826982-Reviews-Marco_Pierre_White_Restaurants-London_England.html,12 reviews,3 of 5 bubbles,British,British
15534,Dumplings' Legend,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2057733-Reviews-Dumplings_Legend-London_England.html,"1,257 reviews",3 of 5 bubbles,Chinese,"££ - £££
Chinese
Asian
Vegetarian Friendly"
15535,Eat,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5121450-Reviews-Eat-London_England.html,11 reviews,3 of 5 bubbles,,
15536,The Old Ship Hammersmith,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2307632-Reviews-The_Old_Ship_Hammersmith-London_England.html,406 reviews,3 of 5 bubbles,British,"££ - £££
Bar
British
Pub
Vegetarian Friendly
Vegan Options"
15537,Casablanca,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5769983-Reviews-Casablanca-London_England.html,2 reviews,2.5 of 5 bubbles,,
15538,Deja Vu Garden,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8871668-Reviews-Deja_Vu_Garden-London_England.html,25 reviews,3 of 5 bubbles,European,"££ - £££
European
Turkish
Eastern European
Vegetarian Friendly"
15539,Patisserie Valerie,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12689169-Reviews-Patisserie_Valerie-London_England.html,14 reviews,3 of 5 bubbles,Cafe,"££ - £££
Cafe"
15540,John's Fish Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12091172-Reviews-John_s_Fish_Bar-London_England.html,3 reviews,3 of 5 bubbles,Fast food,"Fast food
British
Turkish"
15541,KFC,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4910890-Reviews-KFC-London_England.html,5 reviews,2.5 of 5 bubbles,American,American
15542,Ocean's Fish Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d11907169-Reviews-Ocean_s_Fish_Bar-London_England.html,4 reviews,3 of 5 bubbles,Indian,"£
Indian
Fast food
British"
15543,Pizza Arianos,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5093891-Reviews-Pizza_Arianos-London_England.html,9 reviews,3 of 5 bubbles,Pizza,Pizza
15544,Nile Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3958275-Reviews-Nile_Bar-London_England.html,3 reviews,3 of 5 bubbles,African,African
15545,Birley Sandwiches,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10056325-Reviews-Birley_Sandwiches-London_England.html,7 reviews,3 of 5 bubbles,,
15546,McDonald's,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12535728-Reviews-McDonald_s-London_England.html,3 reviews,3 of 5 bubbles,,
15547,The Masai Mara,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3929235-Reviews-The_Masai_Mara-London_England.html,4 reviews,3 of 5 bubbles,Indian,Indian
15548,Pizza On Demand,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4911779-Reviews-Pizza_On_Demand-London_England.html,4 reviews,3 of 5 bubbles,,
15549,Cafe Luba,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6886724-Reviews-Cafe_Luba-London_England.html,2 reviews,3 of 5 bubbles,Turkish,Turkish
15550,De Vere Grand Connaught Rooms,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8119938-Reviews-De_Vere_Grand_Connaught_Rooms-London_England.html,141 reviews,3 of 5 bubbles,International,"££ - £££
International
Vegetarian Friendly"
15551,House,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d719331-Reviews-House-London_England.html,1 review,2 of 5 bubbles,,
15552,Carne Cabana,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d11773798-Reviews-Carne_Cabana-London_England.html,28 reviews,3 of 5 bubbles,Barbecue,"££ - £££
Brazilian
Barbecue
Halal"
15553,May's Chinese Cuisine,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5778551-Reviews-May_s_Chinese_Cuisine-London_England.html,27 reviews,3 of 5 bubbles,Chinese,"£
Chinese
Asian
Vegetarian Friendly"
